,Symbol,Company Name,Industry,Market Cap
4414,RWT,redwood-trust,REIT - Mortgage,879735000
4415,RXO,"rxo,-inc",Trucking,2487462520
4416,RXRX,recursion-pharmaceuticals,Biotechnology,2005560381
4417,RXST,rxsight,Medical Devices,1694101984
4418,RXT,rackspace-technology,Software - Infrastructure,357071550
4419,RY,royal-bank-of-canada,Banks - Diversified,136646932800
4420,RYAAY,ryanair-holdings,Airlines,24290863813
4421,RYAM,rayonier-advanced-materials,Chemicals,294045300
4422,RYAN,ryan-specialty-holdings,Insurance - Specialty,11178381135
4423,RYI,ryerson-holding,Metal Fabrication,1169341886
4424,RYN,rayonier,REIT - Specialty,4515480354
4425,RYTM,rhythm-pharmaceuticals,Biotechnology,2652250920
4426,RYZB,rayzebio,Biotechnology,3728218768
4427,RZLT,rezolute,Biotechnology,41606565
4428,S,sentinelone,Software - Infrastructure,8231469336
4429,SA,seabridge-gold,Gold,883499828
4430,SABR,sabre,Travel Services,1574846150
4431,SABS,sab-biorapeutics,Biotechnology,54984934
4432,SACH,sachem-capital,REIT - Mortgage,160561656
4433,SAFE,safehold,REIT - Diversified,1469653152
4434,SAFT,safety-insurance-group,Insurance - Property & Casualty,1231277756
4435,SAGA,sagaliam-acquisition,Shell Companies,540806901
4436,SAGE,sage-rapeutics,Biotechnology,1488842959
4437,SAH,sonic-automotive,Auto & Truck Dealerships,1736013284
4438,SAI,saitech-global,Capital Markets,20288775
4439,SAIA,"saia,-inc",Trucking,14190118029
4440,SAIC,science-applications-international,Information Technology Services,6716583125
4441,SAM,-boston-beer-,Beverages - Brewers,4353075720
4442,SAMG,silvercrest-asset-management-group,Asset Management,223859439
4443,SAN,banco-santander,Banks - Diversified,66630917875
4444,SANA,sana-biotechnology,Biotechnology,1131543420
4445,SAND,sandstorm-gold,Gold,1350589920
4446,SANG,sangoma-technologies,Software - Infrastructure,98799319
4447,SANM,sanmina,Electronic Components,3410150754
4448,SANW,s&w-seed-,Farm Products,22531021
4449,SAP,sap-se,Software - Application,207107082000
4450,SAR,saratoga-investment,Asset Management,314713175
4451,SASI,sigma-labs,Information Technology Services,2388172
4452,SASR,sandy-spring-bancorp,Banks - Regional,1071648424
4453,SATL,satellogic,Scientific & Technical Instruments,121939675
4454,SATS,echostar,Communication Equipment,3639635711
4455,SATX,satixfy-communications,Communication Equipment,29469864
4456,SAVA,cassava-sciences,Biotechnology,1004815851
4457,SAVE,spirit-airlines,Airlines,687758400
4458,SB,safe-bulkers,Marine Shipping,436340360
4459,SBAC,sba-communications,REIT - Specialty,24243287770
4460,SBCF,seacoast-banking-corporation-of-florida,Banks - Regional,2052112590
4461,SBET,sharplink-gaming,Gambling,3465113
4462,SBEV,splash-beverage-group,Beverages - Brewers,16212586
4463,SBFG,sb-financial-group,Banks - Regional,105837875
4464,SBFM,sunshine-biopharma,Drug Manufacturers - Specialty & Generic,6214149
4465,SBGI,sinclair-broadcast-group,Entertainment,995273531
4466,SBH,sally-beauty-holdings,Specialty Retail,1352801240
4467,SBLK,star-bulk-carriers,Marine Shipping,1808043602
4468,SBOW,silverbow-resources,Oil & Gas E&P,666001224
4469,SBR,sabine-royalty-trust,Oil & Gas E&P,860178700
4470,SBRA,sabra-health-care-reit,REIT - Healthcare Facilities,3022045400
4471,SBS,companhia-de-saneamento-básico-do-estado-de-são-paulo---sabesp,Utilities - Regulated Water,10840468854
4472,SBSI,southside-bancshares,Banks - Regional,917674674
4473,SBSW,sibanye-stillwater,Gold,3417913275
4474,SBT,"sterling-bancorp,-inc-(southfield,-mi)",Banks - Regional,273901876
4475,SBUX,starbucks,Restaurants,105285137800
4476,SBXC,silverbox-corp-iii,Shell Companies,215280000
4477,SCCO,sourn-copper,Copper,63186362030
4478,SCHL,scholastic,Publishing,1125812046
4479,SCHW,charles-schwab,Capital Markets,111558003000
4480,SCI,service-corporation-international,Personal Services,10130855700
4481,SCKT,socket-mobile,Computer Hardware,7908970
4482,SCL,stepan-,Specialty Chemicals,2036551770
4483,SCLX,scilex-holding-,Drug Manufacturers - General,252649600
4484,SCM,stellus-capital-investment,Asset Management,309772704
4485,SCNI,scinai-immunorapeutics,Biotechnology,2067167
4486,SCOR,comscore,Internet Content & Information,92582965
4487,SCPH,scpharmaceuticals,Biotechnology,176075055
4488,SCRM,screaming-eagle-acquisition,Shell Companies,995624958
4489,SCS,steelcase,Business Equipment & Supplies,1441478119
4490,SCSC,scansource,Electronics & Computer Distribution,985131645
4491,SCTL,societal-cdmo,Drug Manufacturers - Specialty & Generic,41579878
4492,SCVL,shoe-carnival,Apparel Retail,713018448
4493,SCWO,374water,Pollution & Treatment Controls,163180410
4494,SCWX,secureworks,Software - Infrastructure,660420545
4495,SCX,-ls-starrett-,Tools & Accessories,103121973
4496,SCYX,scynexis,Drug Manufacturers - Specialty & Generic,79624692
4497,SD,sandridge-energy,Oil & Gas E&P,438790079
4498,SDA,suncar-technology-group,Auto & Truck Dealerships,812328635
4499,SDGR,schrödinger,Health Information Services,1907418272
4500,SDHC,smith-douglas-homes,Residential Construction,1338460200
4501,SDIG,stronghold-digital-mining,Capital Markets,64501426
4502,SDOT,sadot-group,Farm Products,17676904
4503,SDPI,superior-drilling-products,Oil & Gas Equipment & Services,21763138
4504,SDRL,seadrill,Oil & Gas Drilling,3176700255
4505,SE,sea-limited,Internet Retail,24415420347
4506,SEAS,seaworld-entertainment,Leisure,3085937440
4507,SEAT,vivid-seats,Internet Content & Information,1199675568
4508,SEB,seaboard,Conglomerates,3489971670
4509,SECO,secoo-holding,Internet Retail,2833874
4510,SEDA,sdcl-edge-acquisition,Shell Companies,197762964
4511,SEDG,solaredge-technologies,Solar,3863161600
4512,SEE,sealed-air,Packaging & Containers,5056704360
4513,SEED,origin-agritech,Agricultural Inputs,9947775
4514,SEEL,seelos-rapeutics,Biotechnology,8521293
4515,SEER,"seer,-inc",Biotechnology,109141113
4516,SEIC,sei-investments-,Asset Management,8770340200
4517,SELF,global-self-storage,REIT - Industrial,49140630
4518,SEM,select-medical-holdings,Medical Care Facilities,3384849600
4519,SEMR,semrush-holdings,Software - Application,1635697106
4520,SENEA,seneca-foods,Packaged Foods,388055782
4521,SENEB,seneca-foods,Packaged Foods,377369040
4522,SENS,senseonics-holdings,Medical Devices,288441425
4523,SEPA,sep-acquisition,Shell Companies,56089604
4524,SERA,sera-prognostics,Diagnostics & Research,240037682
4525,SES,ses-ai,Auto Parts,457248154
4526,SEVN,seven-hills-realty-trust,REIT - Mortgage,190474604
4527,SEZL,sezzle,Credit Services,241477752
4528,SF,stifel-financial,Capital Markets,7621141120
4529,SFBC,sound-financial-bancorp,Banks - Regional,100179947
4530,SFBS,servisfirst-bancshares,Banks - Regional,3514407048
4531,SFE,safeguard-scientifics,Asset Management,11599605
4532,SFIX,stitch-fix,Apparel Retail,387861160
4533,SFL,sfl-corporation,Marine Shipping,1630358620
4534,SFM,sprouts-farmers-market,Grocery Stores,5226329060
4535,SFNC,simmons-first-national,Banks - Regional,2304361290
4536,SFST,sourn-first-bancshares,Banks - Regional,287632038
4537,SFWL,shengfeng-development,Integrated Freight & Logistics,131840000
4538,SG,sweetgreen,Restaurants,1257764556
4539,SGA,saga-communications,Broadcasting,146964720
4540,SGBX,safe-&-green-holdings,Metal Fabrication,6836671
4541,SGC,superior-group-of-companies,Apparel Manufacturing,226954750
4542,SGD,safe-and-green-development,Real Estate - Development,10079640
4543,SGE,strong-global-entertainment,Computer Hardware,9138294
4544,SGH,smart-global-holdings,Semiconductors,1044376515
4545,SGHC,super-group-(sghc),Gambling,1570312800
4546,SGHT,sight-sciences,Medical Devices,209137071
4547,SGLY,singularity-future-technology,Integrated Freight & Logistics,10334145
4548,SGMA,sigmatron-international,Electronic Components,19806443
4549,SGML,sigma-lithium,Other Industrial Metals & Mining,1845075000
4550,SGMO,sangamo-rapeutics,Biotechnology,87183785
4551,SGMT,sagimet-biosciences,Biotechnology,251949460
4552,SGN,signing-day-sports,Software - Application,9538992
4553,SGRP,spar-group,Specialty Business Services,24635460
4554,SGRY,surgery-partners,Medical Care Facilities,4361607990
4555,SGU,"star-group,",Oil & Gas Refining & Marketing,408208124
4556,SHAK,shake-shack,Restaurants,3278433985
4557,SHAP,spree-acquisition-corp-1,Shell Companies,84980427
4558,SHBI,shore-bancshares,Banks - Regional,383164280
4559,SHC,sotera-health-,Diagnostics & Research,4250649920
4560,SHCO,soho-house-&-co,Lodging,1209105288
4561,SHCR,sharecare,Health Information Services,412336080
4562,SHEL,shell,Oil & Gas Integrated,205679424000
4563,SHEN,shenandoah-telecommunications-,Telecom Services,1018861415
4564,SHFS,shf-holdings,Banks - Regional,52873862
4565,SHG,shinhan-financial-group-co,Banks - Regional,16358412844
4566,SHIM,shimmick,Engineering & Construction,157042424
4567,SHIP,seanergy-maritime-holdings,Marine Shipping,144223315
4568,SHLS,shoals-technologies-group,Solar,2430142000
4569,SHLT,shl-telemedicine,Health Information Services,104784592
4570,SHO,sunstone-hotel-investors,REIT - Hotel & Motel,2214686320
4571,SHOO,steven-madden,Footwear & Accessories,3162641598
4572,SHOP,shopify,Software - Application,106573814042
4573,SHOT,safety-shot,Drug Manufacturers - Specialty & Generic,122610008
4574,SHPH,shuttle-pharmaceuticals-holdings,Drug Manufacturers - Specialty & Generic,6391650
4575,SHPW,shapeways-holdings,Specialty Industrial Machinery,12702868
4576,SHW,sherwin-williams,Specialty Chemicals,79346900340
4577,SHYF,-shyft-group,Farm & Heavy Construction Machinery,380616780
4578,SIBN,si-bone,Medical Devices,831080520
4579,SID,companhia-siderúrgica-nacional,Steel,4535227800
4580,SIDU,sidus-space,Aerospace & Defense,6539552
4581,SIEB,siebert-financial,Capital Markets,67683339
4582,SIEN,sientra,Medical Devices,7565637
4583,SIF,sifco-industries,Aerospace & Defense,19573276
4584,SIFY,sify-technologies,Telecom Services,246827748
4585,SIG,signet-jewelers,Luxury Goods,4443695671
4586,SIGA,siga-technologies,Drug Manufacturers - Specialty & Generic,331286856
4587,SIGI,selective-insurance-group,Insurance - Property & Casualty,6021891015
4588,SII,sprott,Asset Management,966093486
4589,SILC,silicom,Communication Equipment,114992056
4590,SILK,silk-road-medical,Medical Devices,601318520
4591,SILO,silo-pharma,Biotechnology,3945494
4592,SILV,silvercrest-metals,Other Precious Metals & Mining,804860160
4593,SIM,grupo-simec,Steel,5157924270
4594,SIMO,silicon-motion-technology,Semiconductors,2134390800
4595,SINT,sintx-technologies,Medical Devices,826300
4596,SIRI,sirius-xm-holdings,Entertainment,19847319800
4597,SISI,shineco,Drug Manufacturers - Specialty & Generic,10004124
4598,SITC,site-centers,REIT - Retail,2798581660
4599,SITE,siteone-landscape-supply,Industrial Distribution,7138387026
4600,SITM,sitime,Semiconductors,2401061682
4601,SIX,six-flags-entertainment,Leisure,2160266820
4602,SJ,scienjoy-holding,Broadcasting,56633736
4603,SJM,jm-smucker,Packaged Foods,14085308800
4604,SJT,san-juan-basin-royalty-trust,Oil & Gas E&P,217664030
4605,SJW,sjw-group,Utilities - Regulated Water,1900971490
4606,SKE,skeena-resources,Other Industrial Metals & Mining,404305298
4607,SKGR,sk-growth-opportunities,Shell Companies,288200000
4608,SKIL,skillsoft,Education & Training Services,107153930
4609,SKIN,-beauty-health-,Household & Personal Products,391175660
4610,SKLZ,skillz,Electronic Gaming & Multimedia,120321373
4611,SKM,"sk-telecom-co,ltd",Telecom Services,7957132302
4612,SKT,tanger-factory-outlet-centers,REIT - Retail,2847273575
4613,SKWD,skyward-specialty-insurance-group,Insurance - Property & Casualty,1121283025
4614,SKX,skechers-usa,Footwear & Accessories,8783075613
4615,SKY,skyline-champion,Residential Construction,4111243015
4616,SKYH,sky-harbour-group,Aerospace & Defense,758018591
4617,SKYT,skywater-technology,Semiconductors,432156074
4618,SKYW,skywest,Airlines,2395615887
4619,SKYX,skyx-platforms,Electrical Equipment & Parts,133641280
4620,SLAB,silicon-laboratories,Semiconductors,3857371434
4621,SLAC,social-leverage-acquisition-corp-i,Shell Companies,106199303
4622,SLAM,slam-corp,Shell Companies,432046552
4623,SLB,schlumberger,Oil & Gas Equipment & Services,69942110000
4624,SLCA,us-silica-holdings,Oil & Gas Equipment & Services,800862672
4625,SLDB,solid-biosciences,Biotechnology,262821780
4626,SLDP,solid-power,Electrical Equipment & Parts,303342900
4627,SLE,super-league-enterprise,Internet Content & Information,8681750
4628,SLF,sun-life-financial,Insurance - Diversified,30178836750
4629,SLG,sl-green-realty,REIT - Office,3143299690
4630,SLGL,sol-gel-technologies,Biotechnology,38722064
4631,SLGN,silgan-holdings,Packaging & Containers,4819034500
4632,SLI,standard-lithium,Other Industrial Metals & Mining,240264280
4633,SLM,slm-corporation,Credit Services,4369293010
4634,SLN,silence-rapeutics,Biotechnology,777936189
4635,SLNA,selina-hospitality,Resorts & Casinos,28418786
4636,SLND,southland-holdings,Engineering & Construction,234670722
4637,SLNG,stabilis-solutions,Oil & Gas Integrated,86737778
4638,SLNH,soluna-holdings,Scientific & Technical Instruments,4558120
4639,SLNO,soleno-rapeutics,Biotechnology,1425541956
4640,SLP,simulations-plus,Health Information Services,755954406
4641,SLQT,selectquote,Insurance Brokers,189538290
4642,SLRC,slr-investment,Asset Management,827047736
4643,SLRN,acelyrin,Biotechnology,782609612
4644,SLRX,salarius-pharmaceuticals,Biotechnology,2146444
4645,SLS,sellas-life-sciences-group,Biotechnology,24385693
4646,SLVM,sylvamo,Paper & Paper Products,1939295000
4647,SM,sm-energy-,Oil & Gas E&P,4159388640
4648,SMAR,smartsheet,Software - Application,6143828130
4649,SMBC,sourn-missouri-bancorp,Banks - Regional,476246365
4650,SMBK,smartfinancial,Banks - Regional,381740583
4651,SMCI,super-micro-computer,Computer Hardware,32191548903
4652,SMFG,sumitomo-mitsui-financial-group,Banks - Diversified,69505276761
4653,SMG,-scotts-miracle-gro-,Agricultural Inputs,3255647504
4654,SMID,smith-midland,Building Materials,216500144
4655,SMLP,"summit-midstream-partners,-lp",Oil & Gas Midstream,169443346
4656,SMLR,semler-scientific,Medical Devices,311012300
4657,SMMF,summit-financial-group,Banks - Regional,414859423
4658,SMMT,summit-rapeutics,Biotechnology,2707663075
4659,SMP,standard-motor-products,Auto Parts,890901300
4660,SMPL,-simply-good-foods-,Packaged Foods,3772995884
4661,SMR,nuscale-power,Utilities - Renewable,728695898
4662,SMRT,smartrent,Software - Application,611496574
4663,SMSI,smith-micro-software,Software - Application,61662074
4664,SMTC,semtech,Semiconductors,1245839424
4665,SMTI,sanara-medtech,Medical Instruments & Supplies,292870207
4666,SMWB,similarweb,Internet Content & Information,464717504
4667,SMX,smx-(security-matters),Specialty Business Services,1674615
4668,SN,sharkninja,"Furnishings, Fixtures & Appliances",6764296380
4669,SNA,snap-on,Tools & Accessories,15443955800
4670,SNAL,snail,Electronic Gaming & Multimedia,30866438
4671,SNAP,snap-inc,Internet Content & Information,28071043326
4672,SNAX,stryve-foods,Packaged Foods,3601190
4673,SNBR,sleep-number,"Furnishings, Fixtures & Appliances",226058760
4674,SNCE,science-37-holdings,Health Information Services,34420851
4675,SNCR,synchronoss-technologies,Software - Infrastructure,77262460
4676,SNCY,sun-country-airlines-holdings,Airlines,797933686
4677,SND,smart-sand,Oil & Gas Equipment & Services,72777267
4678,SNDA,sonida-senior-living,Medical Care Facilities,75972217
4679,SNDL,sndl-inc,Drug Manufacturers - Specialty & Generic,354266400
4680,SNDR,schneider-national,Trucking,4268244584
4681,SNDX,syndax-pharmaceuticals,Biotechnology,1656444910
4682,SNES,senestech,Specialty Chemicals,4629138
4683,SNEX,stonex-group,Capital Markets,2055469446
4684,SNFCA,security-national-financial,Mortgage Finance,180780969
4685,SNGX,soligenix,Biotechnology,6935580
4686,SNN,smith-&-nephew,Medical Devices,12124765440
4687,SNOA,sonoma-pharmaceuticals,Drug Manufacturers - Specialty & Generic,2246962
4688,SNOW,snowflake,Software - Application,72037668000
4689,SNPO,snap-one-holdings,Electronics & Computer Distribution,609181984
4690,SNPS,synopsys,Software - Infrastructure,84199218050
4691,SNPX,synaptogenix,Biotechnology,4049613
4692,SNSE,sensei-biorapeutics,Biotechnology,20247165
4693,SNT,senstar-technologies,Security & Protection Services,26923050
4694,SNTG,sentage-holdings,Credit Services,6760845
4695,SNTI,senti-biosciences,Biotechnology,20504156
4696,SNV,synovus-financial,Banks - Regional,5325391500
4697,SNX,td-synnex,Electronics & Computer Distribution,9061760911
4698,SNY,sanofi,Drug Manufacturers - General,118443394000
4699,SO,southern-company,Utilities - Regulated Electric,74871063000
4700,SOAR,volato-group,Airports & Air Services,57100000
4701,SOBR,sobr-safe,Scientific & Technical Instruments,13537558
4702,SOFI,sofi-technologies,Credit Services,7554894840
4703,SOGP,sound-group,Internet Content & Information,14816984
4704,SOHO,sorly-hotels,REIT - Hotel & Motel,55283992
4705,SOHU,sohu,Electronic Gaming & Multimedia,329276399
4706,SOI,solaris-oilfield-infrastructure,Oil & Gas Equipment & Services,322163573
4707,SOL,emeren-group,Solar,105956822
4708,SOLO,electrameccanica-vehicles,Auto Manufacturers,31660097
4709,SON,sonoco-products-,Packaging & Containers,5578616980
4710,SOND,sonder-holdings,Lodging,29432102
4711,SONM,sonim-technologies,Communication Equipment,26998953
4712,SONN,sonnet-biorapeutics-holdings,Biotechnology,4522324
4713,SONO,sonos,Consumer Electronics,1985174490
4714,SONY,sony-group,Consumer Electronics,121503300737
4715,SOPA,society-pass,Software - Application,5306824
4716,SOPH,sophia-genetics,Health Information Services,292442680
4717,SOS,sos-limited,Software - Infrastructure,1091091375
4718,SOTK,sono-tek,Scientific & Technical Instruments,89747640
4719,SOUN,soundhound-ai,Software - Application,419771293
4720,SOVO,sovos-brands,Packaged Foods,2238380601
4721,SP,sp-plus,Specialty Business Services,1026770954
4722,SPB,spectrum-brands-holdings,Household & Personal Products,2431765540
4723,SPCB,supercom,Security & Protection Services,2046920
4724,SPCE,virgin-galactic-holdings,Aerospace & Defense,695504100
4725,SPEC,spectaire-holdings,Pollution & Treatment Controls,28388066
4726,SPFI,south-plains-financial,Banks - Regional,437844057
4727,SPG,simon-property,REIT - Retail,45001407660
4728,SPGC,sacks-parente-golf,Leisure,13378574
4729,SPGI,sp-global,Financial Data & Stock Exchanges,143843040000
4730,SPH,"suburban-propane-partners,",Utilities - Regulated Gas,1288621950
4731,SPHR,sphere-entertainment-co,Entertainment,1243258414
4732,SPI,spi-energy-co,Solar,18930257
4733,SPIR,spire-global,Specialty Business Services,146385252
4734,SPKL,spark-i-acquisition-corp-class-a-ordinary-share,Shell Companies,102100000
4735,SPLK,splunk,Software - Infrastructure,25846215000
4736,SPLP,steel-partners-holdings-lp,Conglomerates,783904073
4737,SPNS,sapiens-international-corporation,Software - Application,1490358352
4738,SPNT,siriuspoint,Insurance - Reinsurance,1965713400
4739,SPOK,spok-holdings,Health Information Services,340080024
4740,SPOT,spotify-technology,Internet Content & Information,42255601855
4741,SPPL,simpple-ltd,Software - Application,97031480
4742,SPR,spirit-aerosystems-holdings,Aerospace & Defense,3253369040
4743,SPRB,spruce-biosciences,Biotechnology,143301664
4744,SPRC,scisparc,Biotechnology,9093945
4745,SPRO,spero-rapeutics,Biotechnology,77113982
4746,SPRU,spruce-power-holding,Solar,74180634
4747,SPRY,ars-pharmaceuticals,Biotechnology,609582855
4748,SPSC,sps-commerce,Software - Infrastructure,6600063360
4749,SPT,sprout-social,Software - Application,3462669702
4750,SPTN,spartannash-,Food Distribution,780764435
4751,SPWH,sportsman's-warehouse-holdings,Specialty Retail,138425140
4752,SPWR,sunpower,Solar,601488230
4753,SPXC,spx-technologies,Specialty Industrial Machinery,4819069917
4754,SQ,block,Software - Infrastructure,41672266462
4755,SQFT,presidio-property-trust,REIT - Diversified,13917694
4756,SQM,sociedad-química-y-minera-de-chile,Specialty Chemicals,11871206412
4757,SQNS,sequans-communications,Semiconductors,179771260
4758,SQSP,squarespace,Software - Infrastructure,4269458785
4759,SR,spire,Utilities - Regulated Gas,3140522800
4760,SRAD,sportradar-group-ag,Software - Application,3052405557
4761,SRBK,sr-bancorp,Banks - Regional,90325335
4762,SRCE,1st-source,Banks - Regional,1246128391
4763,SRCL,stericycle,Waste Management,4503113878
4764,SRDX,surmodics,Medical Devices,452207826
4765,SRE,sempra-energy,Utilities - Diversified,44896259520
4766,SRFM,surf-air-mobility,Airlines,92770020
4767,SRG,seritage-growth-properties,REIT - Retail,519688125
4768,SRI,stoneridge,Auto Parts,502475520
4769,SRL,scully-royalty,Capital Markets,120801745
4770,SRM,srm-entertainment,Leisure,13797000
4771,SRPT,sarepta-rapeutics,Biotechnology,11344408309
4772,SRRK,scholar-rock-holding,Biotechnology,1086478098
4773,SRTS,sensus-healthcare,Medical Devices,51768384
4774,SRZN,surrozen,Biotechnology,17937179
4775,SSB,southstate,Banks - Regional,6144858260
4776,SSBI,summit-state-bank,Banks - Regional,77314565
4777,SSBK,sourn-states-bancshares,Banks - Regional,228637311
4778,SSD,simpson-manufacturing-co,Building Products & Equipment,7987940151
4779,SSIC,silver-spike-investment,Drug Manufacturers - Specialty & Generic,49344480
4780,SSKN,strata-skin-sciences,Medical Devices,18838730
4781,SSL,sasol,Specialty Chemicals,5252275085
4782,SSNC,ss&c-technologies-holdings,Software - Application,15115802120
4783,SSNT,silversun-technologies,Software - Application,70325123
4784,SSP,-ew-scripps-,Broadcasting,664270140
4785,SSRM,ssr-mining,Gold,1945129680
4786,SSSS,suro-capital,Asset Management,92877170
4787,SST,system1,Specialty Business Services,198231641
4788,SSTI,soundthinking,Software - Application,250468614
4789,SSTK,shutterstock,Internet Content & Information,1702419642
4790,SSY,sunlink-health-systems,Pharmaceutical Retailers,6337244
4791,SSYS,stratasys,Computer Hardware,924044400
4792,ST,sensata-technologies-holding,Scientific & Technical Instruments,5533538800
4793,STAA,staar-surgical-,Medical Instruments & Supplies,1358102850
4794,STAF,staffing-360-solutions,Staffing & Employment Services,2495966
4795,STAG,stag-industrial,REIT - Industrial,6828885310
4796,STBA,s&t-bancorp,Banks - Regional,1240336912
4797,STBX,starbox-group-holdings,Internet Content & Information,14265000
4798,STC,stewart-information-services,Insurance - Property & Casualty,1705212304
4799,STCN,steel-connect,Advertising Agencies,57846533
4800,STE,steris,Medical Devices,21952416438
4801,STEL,stellar-bancorp,Banks - Regional,1310958600
4802,STEM,"stem,-inc",Software - Infrastructure,466129040
4803,STEP,stepstone-group,Asset Management,3751935131
4804,STER,sterling-check,Software - Infrastructure,1308773630
4805,STG,sunlands-technology-group,Education & Training Services,126643658
4806,STGW,stagwell,Advertising Agencies,1756225860
4807,STHO,star-holdings,Real Estate Services,160234788
4808,STIM,neuronetics,Diagnostics & Research,97793878
4809,STIX,semantix,Software - Application,50910156
4810,STKH,steakholder-foods,Packaged Foods,14034076
4811,STKL,sunopta,Packaged Foods,710103280
4812,STKS,-one-group-hospitality,Restaurants,125093200
4813,STLA,stellantis,Auto Manufacturers,71543462195
4814,STLD,steel-dynamics,Steel,19443810560
4815,STM,st-microelectronics,Semiconductors,39374445878
4816,STN,stantec,Engineering & Construction,9399120800
4817,STNE,stoneco,Software - Infrastructure,5462164398
4818,STNG,scorpio-tankers,Oil & Gas Midstream,3675643317
4819,STOK,stoke-rapeutics,Biotechnology,207863439
4820,STR,sitio-royalties,Other Industrial Metals & Mining,3232011793
4821,STRA,strategic-education,Education & Training Services,2345870064
4822,STRC,sarcos-technology-and-robotics,Computer Hardware,13028803
4823,STRL,sterling-infrastructure,Engineering & Construction,2421723846
4824,STRM,streamline-health-solutions,Health Information Services,23531800
4825,STRO,sutro-biopharma,Biotechnology,275508464
4826,STRR,star-equity-holdings,Diagnostics & Research,15667938
4827,STRS,stratus-properties,Real Estate - Diversified,174470196
4828,STRT,strattec-security,Auto Parts,103752360
4829,STRW,strawberry-fields-reit-llc,REIT - Healthcare Facilities,51114636
4830,STSS,sharps-technology,Medical Instruments & Supplies,5089449
4831,STT,state-street-corporation,Asset Management,22659323120
4832,STTK,shattuck-labs,Biotechnology,484331406
4833,STVN,stevanato-group,Medical Instruments & Supplies,8801709396
4834,STWD,starwood-property-trust,REIT - Mortgage,6236329660
4835,STX,seagate,Computer Hardware,18336402720
4836,STXS,stereotaxis,Medical Instruments & Supplies,175519582
4837,STZ,constellation-brands,Beverages - Wineries & Distilleries,45806849640
4838,SU,suncor-energy,Oil & Gas Integrated,41583092200
4839,SUGP,su-group-holdings,Security & Protection Services,43990000
4840,SUI,sun-communities,REIT - Residential,15821937300
4841,SUM,summit-materials,Building Materials,4462167340
4842,SUN,sunoco-lp,Oil & Gas Refining & Marketing,6053671830
4843,SUNW,sunworks,Solar,12498180
4844,SUP,superior-industries-international,Auto Parts,96072588
4845,SUPN,supernus-pharmaceuticals,Drug Manufacturers - Specialty & Generic,1511689576
4846,SUPV,grupo-supervielle,Banks - Regional,646682168
4847,SURG,surgepays,Software - Application,127236673
4848,SUZ,suzano,Paper & Paper Products,13099737408
4849,SVC,service-properties-trust,REIT - Hotel & Motel,1279744400
4850,SVFD,save-foods,Agricultural Inputs,4640119
4851,SVII,spring-valley-acquisition-corp-ii,Shell Companies,333653685
4852,SVM,silvercorp-metals,Silver,419053920
4853,SVMH,srivaru-holding,Shell Companies,7447360
4854,SVRA,savara,Biotechnology,656403850
4855,SVRE,saverone-2014,Scientific & Technical Instruments,15168266
4856,SVT,servotronics,Electrical Equipment & Parts,33870574
4857,SVV,savers-value-village,Specialty Retail,3106370080
4858,SWAG,stran-&-,Shell Companies,28059818
4859,SWAV,shockwave-medical,Medical Devices,8616509704
4860,SWBI,smith-&-wesson-brands,Aerospace & Defense,599701716
4861,SWI,solarwinds,Software - Infrastructure,2006736600
4862,SWIM,latham-group,Building Products & Equipment,286890000
4863,SWIN,solowin-holdings-ordinary-share,Capital Markets,57260000
4864,SWK,stanley-black-and-decker,Tools & Accessories,13894575930
4865,SWKH,swk-holdings,Asset Management,211552452
4866,SWKS,skyworks-solutions,Semiconductors,16208462160
4867,SWN,southwestern-energy-,Oil & Gas E&P,7104417000
4868,SWSS,clean-energy-special-situations,Shell Companies,73692347
4869,SWTX,springworks-rapeutics,Biotechnology,3326003148
4870,SWVL,swvl-holdings,Software - Application,34637160
4871,SWX,southwest-gas-holdings,Utilities - Regulated Gas,4293411633
4872,SXC,suncoke-energy,Coking Coal,953983118
4873,SXI,standex-international,Specialty Industrial Machinery,1777562248
4874,SXT,sensient-technologies,Specialty Chemicals,2660028520
4875,SXTC,china-sxt-pharmaceuticals,Drug Manufacturers - Specialty & Generic,19319202
4876,SXTP,60-degrees-pharmaceuticals,Biotechnology,1669686
4877,SY,so-young-international,Health Information Services,95540740
4878,SYBT,stock-yards-bancorp,Banks - Regional,1430322282
4879,SYBX,synlogic,Biotechnology,31335684
4880,SYF,synchrony-financial,Credit Services,16117665800
4881,SYK,stryker-corporation,Medical Devices,129957792900
4882,SYM,symbotic,Shell Companies,28192240310
4883,SYNA,synaptics,Semiconductors,4123829480
4884,SYNX,silynxcom,Aerospace & Defense,15236165
4885,SYPR,sypris-solutions,Auto Parts,45807384
4886,SYRA,syra-health,Medical Care Facilities,6314779
4887,SYRE,spyre-rapeutics,Biotechnology,927180540
4888,SYRS,syros-pharmaceuticals,Biotechnology,198951255
4889,SYT,syla-technologies-co,Software - Application,93400710
4890,SYTA,siyata-mobile,Communication Equipment,2008749
4891,SYY,sysco,Food Distribution,41096230560
4892,SZZL,sizzle-acquisition,Shell Companies,103110316
4893,T,att,Telecom Services,127484856600
4894,TAC,transalta,Utilities - Independent Power Producers,2218633400
4895,TACT,transact-technologies,Computer Hardware,75482550
4896,TAIT,taitron-components,Electronics & Computer Distribution,19127811
4897,TAK,takeda-pharmaceutical-,Drug Manufacturers - Specialty & Generic,44807925658
